ID,comment,sentiment
1371,The design proved to be poor. I hate it.,Negative
1372,The service feels absolutely regular. It does the job.,Neutral
1373,I think the service proved to be excellent. Exceeded expectations.,Positive
1374,My experience looks normal. Might buy again.,Neutral
1375,I think the design proved to be perfect. Best purchase ever.,Positive
1376,I think the packaging looks subpar. Will return it.,Negative
1377,My experience looks terrible. Very frustrated.,Neutral
1378,I think this item feels poor. Very frustrated.,Negative
1379,Customer support looks absolutely standard. Might buy again.,Positive
1380,I think this item was useless. Will return it.,Negative
1381,The packaging was very okay. As expected.,Neutral
1382,This item proved to be awesome. I love it.,Positive
1383,The quality is very fair. Nothing special.,Neutral
1384,My experience feels awesome. Highly recommended!,Positive
1385,The design was really brilliant. Best purchase ever.,Positive
1386,Delivery is superb. Will buy again.,Positive
1387,The quality looks quite subpar. Will return it.,Negative
1388,The product looks poor. Very frustrated.,Negative
1389,The quality seems perfect. I love it.,Positive
1390,The design feels horrible. Total waste of money.,Negative
1391,Delivery is terrible. Total waste of money.,Negative
1392,Delivery proved to be average. Serves its purpose.,Neutral
1393,This item proved to be quite amazing. I love it.,Positive
1394,I think the price proved to be worst. Total waste of money.,Negative
1395,The packaging seems perfect. I love it.,Positive
1396,I think the design looks stellar. Best purchase ever.,Positive
1397,Customer support proved to be extremely great. I love it.,Positive
1398,Delivery is fairly mediocre. Nothing special.,Neutral
1399,The price was truly standard. Might buy again.,Neutral
1400,I think delivery was perfect. Best purchase ever.,Positive
1401,I think my experience is perfect. Very satisfied.,Positive
1402,The packaging seems poor. Save your money.,Negative
1403,The service seems awful. Will return it.,Negative
1404,The price seems fantastic. Best purchase ever.,Positive
1405,I think the product feels horrible. Total waste of money.,Negative
1406,I think my experience looks wonderful. Very satisfied.,Positive
1407,I think the quality was typical. Nothing special.,Neutral
1408,The packaging was brilliant. Highly recommended!,Positive
1409,Delivery was subpar. I hate it.,Negative
1410,My experience seems terrible. Will return it.,Negative
1411,My experience looks superb. I love it.,Positive
1412,I think the quality was okay. It does the job.,Neutral
1413,The design looks useless. Very frustrated.,Negative
1414,Customer support is somewhat subpar. I hate it.,Negative
1415,I think the packaging seems subpar. I hate it.,Negative
1416,Delivery seems somewhat bad. Will return it.,Negative
1417,This item feels really perfect. Highly recommended!,Positive
1418,I think delivery feels awesome. Will buy again.,Positive
1419,The packaging was excellent. Exceeded expectations.,Positive
1420,Delivery seems somewhat poor. Do not buy.,Negative
1421,This item feels terrible. Do not buy.,Negative
1422,Customer support seems awful. Save your money.,Negative
1423,Delivery seems horrible. Do not buy.,Negative
1424,I think the design is terrible. Very frustrated.,Negative
1425,The price looks excellent. Best purchase ever.,Positive
1426,The product looks somewhat perfect. Highly recommended!,Positive
1427,I think the product seems worst. I hate it.,Negative
1428,The design proved to be poor. Total waste of money.,Negative
1429,The design proved to be stellar. Exceeded expectations.,Positive
1430,The price looks extremely terrible. I hate it.,Negative
1431,I think the quality was excellent. Exceeded expectations.,Positive
1432,"The packaging is average. Not bad, not great.",Neutral
1433,I think this item seems awful. Do not buy.,Negative
1434,My experience seems fantastic. Highly recommended!,Positive
1435,This item is very bad. Very frustrated.,Negative
1436,I think the price looks awful. I hate it.,Negative
1437,I think delivery was great. Exceeded expectations.,Positive
1438,The quality is poor. Do not buy.,Negative
1439,I think the product feels stellar. I love it.,Positive
1440,The price seems dreadful. Will return it.,Negative
1441,"I think the design was fair. Not bad, not great.",Neutral
1442,I think delivery was awesome. I love it.,Positive
1443,This item was absolutely brilliant. Exceeded expectations.,Positive
1444,The packaging looks typical. It does the job.,Neutral
1445,The product was awesome. Very satisfied.,Positive
1446,I think my experience feels horrible. Very frustrated.,Negative
1447,The product seems absolutely worst. Very frustrated.,Negative
1448,The design proved to be okay. Might buy again.,Neutral
1449,The service was extremely great. Highly recommended!,Positive
1450,My experience seems amazing. Very satisfied.,Positive
1451,I think delivery looks amazing. Exceeded expectations.,Positive
1452,This item feels bad. Will return it.,Negative
1453,The quality seems extremely disappointing. Very frustrated.,Neutral
1454,I think the service feels awful. Will return it.,Negative
1455,I think delivery proved to be subpar. Will return it.,Negative
1456,I think delivery proved to be disappointing. Save your money.,Negative
1457,I think the quality seems great. I love it.,Positive
1458,This item seems awesome. I love it.,Positive
1459,I think the design was dreadful. Do not buy.,Negative
1460,The packaging looks dreadful. Very frustrated.,Negative
1461,The quality is superb. I love it.,Positive
1462,Customer support looks superb. Very satisfied.,Positive
1463,Customer support feels excellent. Best purchase ever.,Positive
1464,Delivery seems fair. Serves its purpose.,Neutral
1465,The design is perfect. Highly recommended!,Positive
1466,I think the product looks worst. Very frustrated.,Negative
1467,I think my experience is poor. Do not buy.,Negative
1468,Delivery was somewhat awful. Very frustrated.,Negative
1469,The quality was fine. Might buy again.,Neutral
1470,I think the service seems great. Exceeded expectations.,Positive
1471,I think customer support is worst. I hate it.,Negative
1472,The design feels somewhat awful. Save your money.,Negative
1473,"Delivery looks truly average. Not bad, not great.",Neutral
1474,I think the price feels horrible. Do not buy.,Negative
1475,The design is brilliant. Best purchase ever.,Positive
1476,The packaging feels dreadful. Do not buy.,Negative
1477,I think the quality seems mediocre. Serves its purpose.,Neutral
1478,The price is fairly great. Exceeded expectations.,Positive
1479,This item looks absolutely perfect. Best purchase ever.,Positive
1480,I think customer support looks fair. Nothing special.,Negative
1481,The service is fairly superb. Will buy again.,Positive
1482,"I think the service proved to be regular. Not bad, not great.",Neutral
1483,The service was completely horrible. Will return it.,Negative
1484,This item proved to be excellent. Exceeded expectations.,Positive
1485,Customer support looks really worst. Very frustrated.,Negative
1486,I think the packaging is great. I love it.,Positive
1487,I think the service feels fantastic. Highly recommended!,Neutral
1488,The price seems great. Highly recommended!,Positive
1489,I think the service was bad. Will return it.,Negative
1490,I think the quality seems terrible. Will return it.,Neutral
1491,I think the design proved to be excellent. Highly recommended!,Positive
1492,I think delivery looks superb. Best purchase ever.,Positive
1493,The product seems superb. Exceeded expectations.,Positive
1494,Customer support was totally great. I love it.,Positive
1495,My experience was worst. Will return it.,Negative
1496,I think the product feels awesome. Exceeded expectations.,Positive
1497,This item was stellar. Exceeded expectations.,Positive
1498,I think my experience is wonderful. Very satisfied.,Positive
1499,The packaging feels brilliant. Very satisfied.,Positive
1500,My experience looks stellar. Exceeded expectations.,Positive
1501,I think the price looks acceptable. Serves its purpose.,Neutral
1502,Customer support looks quite normal. Nothing special.,Neutral
1503,This item was absolutely normal. Serves its purpose.,Neutral
1504,"This item was standard. Not bad, not great.",Neutral
1505,I think the design proved to be wonderful. I love it.,Positive
1506,I think the packaging was dreadful. Will return it.,Negative
1507,I think my experience feels excellent. Best purchase ever.,Positive
1508,I think the design seems horrible. I hate it.,Negative
1509,The quality was mediocre. Nothing special.,Neutral
1510,The service feels subpar. Total waste of money.,Negative
1511,The price looks absolutely great. Very satisfied.,Positive
1512,I think the design was worst. Total waste of money.,Negative
1513,The packaging feels perfect. Best purchase ever.,Positive
1514,The price seems terrible. Very frustrated.,Negative
1515,The service is somewhat perfect. Very satisfied.,Positive
1516,I think my experience seems amazing. Very satisfied.,Positive
1517,I think the product feels regular. It does the job.,Neutral
1518,"Delivery proved to be absolutely acceptable. Not bad, not great.",Neutral
1519,The design seems worst. Very frustrated.,Negative
1520,The product feels fantastic. Best purchase ever.,Positive
1521,I think the service looks fantastic. I love it.,Positive
1522,The packaging feels totally amazing. Exceeded expectations.,Positive
1523,I think the quality was awesome. Highly recommended!,Positive
1524,The design feels fantastic. I love it.,Positive
1525,I think the design is useless. I hate it.,Negative
1526,I think the price feels worst. Save your money.,Neutral
1527,I think delivery is average. Nothing special.,Positive
1528,The design feels brilliant. I love it.,Positive
1529,The design is somewhat great. Exceeded expectations.,Positive
1530,The price looks extremely stellar. Highly recommended!,Positive
1531,Customer support looks stellar. Exceeded expectations.,Positive
1532,The service looks acceptable. Serves its purpose.,Neutral
1533,I think the product was amazing. Exceeded expectations.,Positive
1534,I think customer support proved to be excellent. Will buy again.,Positive
1535,Delivery looks disappointing. Will return it.,Negative
1536,I think the service was useless. Will return it.,Negative
1537,My experience proved to be quite fair. As expected.,Neutral
1538,This item feels poor. Will return it.,Negative
1539,Customer support looks fantastic. Will buy again.,Positive
1540,The service seems dreadful. Will return it.,Negative
1541,The product seems stellar. Best purchase ever.,Positive
1542,The product proved to be superb. Highly recommended!,Positive
1543,I think the quality feels fine. As expected.,Neutral
1544,"I think the product seems normal. Not bad, not great.",Neutral
1545,The design seems acceptable. Nothing special.,Neutral
1546,I think my experience was amazing. Highly recommended!,Positive
1547,The product feels superb. Very satisfied.,Positive
1548,The packaging feels totally terrible. Total waste of money.,Negative
1549,The design is fantastic. Will buy again.,Positive
1550,My experience was truly awful. I hate it.,Negative
1551,The quality proved to be perfect. Best purchase ever.,Positive
1552,The packaging was totally perfect. I love it.,Positive
1553,The product proved to be really bad. Save your money.,Negative
1554,I think the design proved to be subpar. Do not buy.,Negative
1555,"I think the service is standard. Not bad, not great.",Neutral
1556,The design was somewhat perfect. I love it.,Positive
1557,Delivery seems really disappointing. Very frustrated.,Negative
1558,I think the quality was acceptable. Might buy again.,Neutral
1559,The quality was very bad. Very frustrated.,Negative
1560,I think my experience was terrible. Total waste of money.,Negative
1561,Customer support looks great. Very satisfied.,Positive
1562,I think this item was average. Might buy again.,Neutral
1563,The product looks extremely excellent. Very satisfied.,Positive
1564,"My experience was fine. Not bad, not great.",Neutral
1565,The packaging was extremely bad. Save your money.,Negative
1566,This item feels absolutely superb. I love it.,Positive
1567,Delivery is worst. I hate it.,Negative
1568,Customer support feels subpar. Total waste of money.,Negative
1569,Customer support feels totally fine. Might buy again.,Neutral
1570,The quality feels subpar. Total waste of money.,Negative
1571,I think the quality is great. Very satisfied.,Positive
1572,Customer support looks fairly disappointing. Total waste of money.,Negative
1573,The price was totally worst. Total waste of money.,Negative
1574,I think the price proved to be awful. Save your money.,Negative
1575,Delivery proved to be absolutely bad. Save your money.,Negative
1576,The price looks fairly regular. Nothing special.,Neutral
1577,The packaging proved to be useless. Save your money.,Negative
1578,I think the price feels average. Might buy again.,Neutral
1579,I think the price was terrible. Will return it.,Negative
1580,The service feels great. Exceeded expectations.,Positive
1581,I think customer support proved to be amazing. Highly recommended!,Positive
1582,I think customer support was perfect. Best purchase ever.,Positive
1583,I think this item proved to be awful. Save your money.,Negative
1584,"I think the price proved to be normal. Not bad, not great.",Neutral
1585,The service seems excellent. I love it.,Positive
1586,I think the design feels dreadful. Do not buy.,Negative
1587,The packaging was very fantastic. Very satisfied.,Positive
1588,I think the packaging looks fantastic. Exceeded expectations.,Positive
1589,I think this item is wonderful. I love it.,Positive
1590,I think the quality proved to be normal. As expected.,Negative
1591,The price feels really disappointing. Save your money.,Negative
1592,The service seems extremely mediocre. Might buy again.,Neutral
1593,I think the quality is stellar. Best purchase ever.,Positive
1594,I think the design seems worst. Save your money.,Negative
1595,"The design feels fairly fine. Not bad, not great.",Neutral
1596,I think this item was wonderful. I love it.,Positive
1597,The price looks completely perfect. Highly recommended!,Positive
1598,I think delivery looks poor. Total waste of money.,Negative
1599,I think the product seems mediocre. It does the job.,Neutral
1600,The product looks absolutely dreadful. Will return it.,Negative
1601,The packaging was poor. Do not buy.,Negative
1602,Delivery proved to be really fine. As expected.,Neutral
1603,I think the packaging looks acceptable. Nothing special.,Neutral
1604,I think the design was horrible. Will return it.,Negative
1605,The design is totally fantastic. Very satisfied.,Negative
1606,The design is fair. Might buy again.,Neutral
1607,I think delivery proved to be awesome. Best purchase ever.,Positive
1608,The quality looks fairly awesome. Highly recommended!,Positive
1609,I think the product looks bad. Save your money.,Negative
1610,This item feels somewhat worst. Do not buy.,Negative
1611,The quality is disappointing. Save your money.,Negative
1612,The design is dreadful. Will return it.,Negative
1613,I think my experience proved to be amazing. Exceeded expectations.,Positive
1614,"I think customer support was okay. Not bad, not great.",Neutral
1615,My experience feels fantastic. I love it.,Positive
1616,I think the product seems great. Very satisfied.,Positive
1617,I think the quality is stellar. Will buy again.,Positive
1618,The price feels amazing. Very satisfied.,Positive
1619,I think the service seems worst. I hate it.,Negative
1620,The design proved to be fairly disappointing. Save your money.,Negative
1621,The packaging proved to be superb. Exceeded expectations.,Positive
1622,The design is really bad. Total waste of money.,Negative
1623,I think delivery proved to be bad. Total waste of money.,Negative
1624,I think the quality was amazing. Best purchase ever.,Positive
1625,I think my experience proved to be regular. Nothing special.,Neutral
1626,I think my experience feels subpar. Will return it.,Negative
1627,The packaging was perfect. Will buy again.,Positive
1628,The product feels somewhat horrible. I hate it.,Negative
1629,The price looks very brilliant. Will buy again.,Positive
1630,My experience is worst. Do not buy.,Negative
1631,The service seems dreadful. I hate it.,Negative
1632,The quality looks truly useless. Will return it.,Negative
1633,I think the quality was fantastic. Will buy again.,Positive
1634,I think the price is average. As expected.,Neutral
1635,This item looks totally brilliant. I love it.,Positive
1636,Delivery is quite standard. As expected.,Neutral
1637,I think the price proved to be terrible. Very frustrated.,Negative
1638,I think customer support was useless. Will return it.,Negative
1639,This item proved to be perfect. I love it.,Neutral
1640,I think the packaging feels standard. Serves its purpose.,Neutral
1641,I think the product looks fantastic. Will buy again.,Positive
1642,The design proved to be awesome. Exceeded expectations.,Positive
1643,Delivery is very superb. Best purchase ever.,Positive
1644,I think the packaging seems fair. Might buy again.,Neutral
1645,The price was excellent. Highly recommended!,Positive
1646,I think customer support is awful. Save your money.,Negative
1647,I think the design looks disappointing. Save your money.,Negative
1648,I think this item seems normal. As expected.,Neutral
1649,Delivery is truly horrible. Very frustrated.,Negative
1650,I think the quality feels normal. Might buy again.,Neutral
1651,The price seems poor. Do not buy.,Negative
1652,Delivery feels worst. Save your money.,Negative
1653,The product was superb. Very satisfied.,Positive
1654,I think customer support feels awful. I hate it.,Negative
1655,I think the product is poor. Will return it.,Negative
1656,I think customer support looks acceptable. Might buy again.,Neutral
1657,I think the design looks disappointing. Total waste of money.,Negative
1658,The quality is extremely horrible. I hate it.,Negative
1659,The quality looks mediocre. Nothing special.,Neutral
1660,The packaging is extremely fair. It does the job.,Neutral
1661,Delivery was poor. Very frustrated.,Negative
1662,The design seems terrible. Will return it.,Negative
1663,I think the price feels disappointing. Save your money.,Negative
1664,I think delivery looks awesome. Exceeded expectations.,Positive
1665,The quality seems okay. Serves its purpose.,Neutral
1666,Delivery proved to be stellar. Very satisfied.,Positive
1667,I think the product proved to be horrible. Very frustrated.,Negative
1668,I think the service was fantastic. Best purchase ever.,Positive
1669,I think the price proved to be regular. As expected.,Neutral
1670,This item feels typical. As expected.,Neutral
1671,I think my experience seems brilliant. I love it.,Positive
1672,The packaging feels disappointing. Very frustrated.,Negative
1673,I think the product looks superb. I love it.,Positive
1674,The service proved to be quite average. Might buy again.,Neutral
1675,The packaging is stellar. I love it.,Positive
1676,I think my experience is amazing. Very satisfied.,Neutral
1677,I think my experience looks perfect. Very satisfied.,Positive
1678,The quality seems extremely awful. Save your money.,Negative
1679,I think the service proved to be horrible. Total waste of money.,Negative
1680,The product was fantastic. Very satisfied.,Positive
1681,The price proved to be completely horrible. Save your money.,Negative
1682,The price proved to be somewhat bad. Total waste of money.,Negative
1683,I think delivery feels stellar. I love it.,Positive
1684,The product feels awesome. I love it.,Positive
1685,I think the service feels excellent. Highly recommended!,Positive
1686,I think the packaging seems disappointing. Very frustrated.,Negative
1687,Delivery feels great. Will buy again.,Positive
1688,This item is very wonderful. Exceeded expectations.,Positive
1689,My experience feels somewhat amazing. I love it.,Positive
1690,I think the quality was disappointing. Total waste of money.,Negative
1691,This item was fairly excellent. Exceeded expectations.,Positive
1692,I think the price looks worst. Very frustrated.,Negative
1693,I think the product feels wonderful. Will buy again.,Positive
1694,The product was fantastic. Very satisfied.,Positive
1695,I think delivery proved to be fantastic. Very satisfied.,Positive
1696,The service is dreadful. Do not buy.,Negative
1697,The design feels disappointing. Save your money.,Negative
1698,My experience is fantastic. Exceeded expectations.,Positive
1699,The price looks fairly dreadful. I hate it.,Negative
1700,The service feels extremely typical. It does the job.,Neutral
1701,The product proved to be really great. Will buy again.,Positive
1702,This item is average. It does the job.,Neutral
1703,I think customer support looks subpar. Total waste of money.,Negative
1704,Customer support feels perfect. Best purchase ever.,Positive
1705,Customer support was fairly poor. I hate it.,Negative
1706,The packaging seems fairly amazing. Best purchase ever.,Positive
1707,The quality looks totally wonderful. Exceeded expectations.,Positive
1708,The design was extremely poor. Save your money.,Negative
1709,I think customer support seems great. I love it.,Positive
1710,The price is somewhat stellar. Highly recommended!,Positive
1711,The design is useless. I hate it.,Negative
1712,This item is very terrible. I hate it.,Negative
1713,I think my experience proved to be great. Best purchase ever.,Positive
1714,The service is completely typical. It does the job.,Neutral
1715,Delivery seems very fantastic. Best purchase ever.,Positive
1716,I think my experience feels awesome. I love it.,Positive
1717,The price was worst. Very frustrated.,Negative
1718,The packaging feels great. Highly recommended!,Positive
1719,I think my experience is poor. Total waste of money.,Neutral
1720,This item was fairly awesome. Will buy again.,Positive
1721,The price looks really poor. Very frustrated.,Negative
1722,The product feels totally standard. It does the job.,Neutral
1723,I think the packaging looks wonderful. Highly recommended!,Positive
1724,The packaging feels perfect. Highly recommended!,Positive
1725,The product feels truly useless. I hate it.,Negative
1726,The product was really stellar. I love it.,Positive
1727,Customer support seems quite useless. Total waste of money.,Negative
1728,"My experience feels completely regular. Not bad, not great.",Neutral
1729,My experience feels awesome. Best purchase ever.,Positive
1730,"The product feels extremely mediocre. Not bad, not great.",Neutral
1731,My experience looks amazing. Will buy again.,Positive
1732,Customer support feels standard. It does the job.,Neutral
1733,"The product feels very average. Not bad, not great.",Neutral
1734,The design seems really awful. I hate it.,Positive
1735,I think the quality is excellent. I love it.,Positive
1736,The service proved to be somewhat acceptable. It does the job.,Neutral
1737,I think the quality looks disappointing. Total waste of money.,Negative
1738,The service is worst. Do not buy.,Negative
1739,The price was somewhat fantastic. Exceeded expectations.,Positive
1740,This item proved to be totally excellent. Exceeded expectations.,Positive
1741,Customer support feels totally regular. Serves its purpose.,Neutral
1742,The quality was dreadful. Save your money.,Negative
1743,The service feels horrible. Save your money.,Negative
1744,The quality feels truly terrible. I hate it.,Negative
1745,I think my experience seems fair. It does the job.,Neutral
1746,The service feels absolutely awful. I hate it.,Negative
1747,I think the service is excellent. Will buy again.,Positive
1748,The quality seems completely average. Nothing special.,Neutral
1749,I think this item looks standard. Serves its purpose.,Neutral
1750,This item feels fairly fantastic. Exceeded expectations.,Positive
1751,I think the service is amazing. Very satisfied.,Positive
1752,The design was really dreadful. Save your money.,Negative
1753,The quality looks typical. As expected.,Neutral
1754,The packaging proved to be fantastic. Exceeded expectations.,Positive
1755,I think the price seems superb. Will buy again.,Positive
1756,The quality proved to be totally awful. Very frustrated.,Negative
1757,I think the product seems disappointing. Very frustrated.,Negative
1758,My experience proved to be useless. Will return it.,Negative
1759,Delivery is fine. Might buy again.,Neutral
1760,I think my experience was brilliant. Will buy again.,Positive
1761,Delivery is amazing. Best purchase ever.,Positive
1762,My experience feels very bad. Will return it.,Negative
1763,I think the quality feels disappointing. Will return it.,Negative
1764,The price feels awesome. I love it.,Positive
1765,The price seems quite okay. Nothing special.,Neutral
1766,My experience seems truly superb. Very satisfied.,Positive
1767,"The design proved to be fairly typical. Not bad, not great.",Neutral
1768,The quality is very average. Serves its purpose.,Neutral
1769,I think the price feels okay. Serves its purpose.,Neutral
1770,I think the quality was great. Will buy again.,Positive
1771,This item feels absolutely dreadful. Will return it.,Negative
1772,The price looks fine. It does the job.,Neutral
1773,This item proved to be very stellar. Exceeded expectations.,Positive
1774,I think the design proved to be amazing. Very satisfied.,Positive
1775,I think the design looks bad. Save your money.,Negative
1776,I think the quality was perfect. Exceeded expectations.,Positive
1777,I think the quality seems useless. Total waste of money.,Negative
1778,The packaging was extremely useless. I hate it.,Negative
1779,The quality is quite awesome. Highly recommended!,Positive
1780,I think the design was stellar. Highly recommended!,Positive
1781,The service was stellar. Best purchase ever.,Positive
1782,The service is subpar. Total waste of money.,Positive
1783,I think the service seems amazing. Best purchase ever.,Positive
1784,The packaging looks very subpar. Will return it.,Negative
1785,The quality is awful. Total waste of money.,Negative
1786,I think my experience seems normal. As expected.,Neutral
1787,I think the packaging looks brilliant. Exceeded expectations.,Positive
1788,This item seems very useless. Save your money.,Negative
1789,"The product feels quite okay. Not bad, not great.",Neutral
1790,Customer support proved to be extremely terrible. Total waste of money.,Negative
1791,The packaging is somewhat subpar. Save your money.,Negative
1792,The product looks quite awesome. Very satisfied.,Positive
1793,This item proved to be superb. Exceeded expectations.,Positive
1794,This item looks brilliant. Will buy again.,Neutral
1795,The quality feels perfect. I love it.,Positive
1796,I think the service feels fine. It does the job.,Positive
1797,The price was useless. Very frustrated.,Negative
1798,Customer support feels terrible. Will return it.,Negative
1799,I think the design proved to be dreadful. I hate it.,Negative
1800,I think the service is okay. Nothing special.,Neutral
1801,My experience proved to be extremely wonderful. Exceeded expectations.,Positive
1802,Customer support was somewhat subpar. Very frustrated.,Negative
1803,The packaging proved to be extremely useless. Total waste of money.,Negative
1804,I think delivery feels superb. Highly recommended!,Positive
1805,The design seems somewhat brilliant. Highly recommended!,Positive
1806,Customer support feels awful. I hate it.,Neutral
1807,The design seems extremely bad. Will return it.,Negative
1808,The service seems totally wonderful. Exceeded expectations.,Positive
1809,Delivery feels truly dreadful. Total waste of money.,Negative
1810,My experience is completely standard. It does the job.,Neutral
1811,I think the design proved to be awful. Will return it.,Negative
1812,"My experience feels truly acceptable. Not bad, not great.",Neutral
1813,My experience looks amazing. Will buy again.,Positive
1814,I think the price looks regular. As expected.,Neutral
1815,The quality seems quite horrible. I hate it.,Negative
1816,The packaging looks brilliant. Will buy again.,Positive
1817,The price is horrible. Total waste of money.,Negative
1818,I think my experience proved to be average. Nothing special.,Neutral
1819,I think the design is average. Might buy again.,Neutral
1820,I think the design seems dreadful. Total waste of money.,Negative
1821,I think the service looks bad. Save your money.,Negative
1822,The packaging looks bad. Total waste of money.,Negative
1823,The product feels somewhat brilliant. Highly recommended!,Positive
1824,I think delivery seems fantastic. Highly recommended!,Positive
1825,I think the design seems stellar. Very satisfied.,Positive
1826,The design feels quite awful. Very frustrated.,Negative
1827,I think delivery is amazing. Best purchase ever.,Positive
1828,I think the quality was worst. Total waste of money.,Negative
1829,The price seems extremely perfect. Will buy again.,Positive
1830,This item looks excellent. Best purchase ever.,Positive
1831,The quality looks normal. Might buy again.,Neutral
1832,I think the price is perfect. Exceeded expectations.,Positive
1833,I think the quality was horrible. I hate it.,Negative
1834,I think customer support looks fair. Serves its purpose.,Neutral
1835,I think the service is awful. Very frustrated.,Negative
1836,This item seems absolutely terrible. Save your money.,Negative
1837,I think this item proved to be useless. Will return it.,Negative
1838,The quality proved to be really fantastic. I love it.,Positive
1839,The price is extremely fantastic. Will buy again.,Positive
1840,The service was great. Very satisfied.,Positive
1841,The packaging feels disappointing. Total waste of money.,Negative
1842,I think the quality looks bad. Will return it.,Negative
1843,The service proved to be regular. Might buy again.,Neutral
1844,I think the product was superb. I love it.,Positive
1845,Customer support feels very great. Exceeded expectations.,Positive
1846,The design feels terrible. Do not buy.,Negative
1847,This item seems standard. Serves its purpose.,Neutral
1848,The service was useless. Save your money.,Neutral
1849,I think the packaging seems average. Nothing special.,Neutral
1850,My experience feels absolutely awful. Total waste of money.,Negative
1851,I think the packaging proved to be dreadful. Total waste of money.,Negative
1852,I think the price is stellar. I love it.,Positive
1853,This item feels completely wonderful. Very satisfied.,Positive
1854,The packaging was completely stellar. Very satisfied.,Positive
1855,Customer support proved to be useless. Total waste of money.,Negative
1856,The design is subpar. Do not buy.,Negative
1857,"My experience is typical. Not bad, not great.",Neutral
1858,The design looks fairly normal. Nothing special.,Neutral
1859,The packaging looks subpar. Will return it.,Negative
1860,I think the design looks acceptable. Serves its purpose.,Neutral
1861,My experience is very worst. Will return it.,Negative
1862,The design proved to be very superb. Best purchase ever.,Positive
1863,The service seems wonderful. I love it.,Positive
1864,The price is totally horrible. Do not buy.,Negative
1865,This item seems terrible. I hate it.,Negative
1866,The service seems totally amazing. Best purchase ever.,Positive
1867,Delivery was absolutely amazing. Highly recommended!,Neutral
1868,This item was quite great. Best purchase ever.,Positive
1869,My experience is very subpar. Will return it.,Negative
1870,"The product seems average. Not bad, not great.",Neutral
1871,The product looks awesome. Highly recommended!,Positive
1872,The service was fair. As expected.,Neutral
1873,"I think the design was regular. Not bad, not great.",Neutral
1874,I think this item seems wonderful. Best purchase ever.,Positive
1875,My experience looks absolutely okay. As expected.,Neutral
1876,Customer support was great. Best purchase ever.,Positive
1877,The price proved to be wonderful. I love it.,Positive
1878,My experience is bad. Will return it.,Negative
1879,The product was really awesome. I love it.,Positive
1880,I think the quality feels bad. Very frustrated.,Negative
1881,The quality proved to be bad. Total waste of money.,Negative
1882,I think the product is terrible. Very frustrated.,Negative
1883,My experience was totally subpar. Very frustrated.,Negative
1884,The product feels subpar. Total waste of money.,Negative
1885,I think my experience seems stellar. Exceeded expectations.,Positive
1886,Delivery proved to be fairly stellar. Exceeded expectations.,Positive
1887,I think delivery seems regular. Nothing special.,Neutral
1888,I think the design looks great. Will buy again.,Positive
1889,The design was awful. I hate it.,Negative
1890,The quality proved to be useless. Will return it.,Negative
1891,The price looks terrible. Do not buy.,Negative
1892,Customer support feels fantastic. I love it.,Positive
1893,Customer support looks absolutely perfect. Exceeded expectations.,Positive
1894,Customer support is fairly bad. Will return it.,Negative
1895,I think the quality proved to be brilliant. Will buy again.,Positive
1896,I think customer support was fair. As expected.,Neutral
1897,I think the service proved to be subpar. I hate it.,Negative
1898,I think delivery was subpar. Will return it.,Negative
1899,"I think the product feels fine. Not bad, not great.",Neutral
1900,My experience seems horrible. Do not buy.,Negative
1901,I think the price feels awesome. Highly recommended!,Positive
1902,The product feels totally bad. I hate it.,Negative
1903,Delivery seems fairly okay. Might buy again.,Neutral
1904,The price seems very normal. It does the job.,Neutral
1905,The design looks extremely okay. Nothing special.,Neutral
1906,I think my experience was awful. Will return it.,Negative
1907,"This item feels standard. Not bad, not great.",Neutral
1908,I think the service was perfect. Best purchase ever.,Positive
1909,Customer support feels excellent. Exceeded expectations.,Positive
1910,The design feels normal. As expected.,Neutral
1911,The quality is typical. Serves its purpose.,Neutral
1912,The packaging proved to be dreadful. Will return it.,Negative
1913,The packaging seems quite mediocre. Nothing special.,Neutral
1914,"The product feels regular. Not bad, not great.",Neutral
1915,The product seems excellent. Will buy again.,Positive
1916,I think the quality was worst. Do not buy.,Negative
1917,I think the price seems bad. I hate it.,Negative
1918,I think customer support looks average. Serves its purpose.,Neutral
1919,The price seems totally superb. Highly recommended!,Positive
1920,The quality feels superb. Exceeded expectations.,Positive
1921,The price proved to be worst. Total waste of money.,Negative
1922,I think my experience proved to be terrible. Save your money.,Negative
1923,My experience was acceptable. Nothing special.,Neutral
1924,Customer support feels quite bad. Save your money.,Negative
1925,I think the packaging looks excellent. Exceeded expectations.,Positive
1926,The design is superb. Exceeded expectations.,Positive
1927,I think the service seems perfect. Highly recommended!,Positive
1928,Customer support feels fantastic. Will buy again.,Positive
1929,I think the quality proved to be poor. Save your money.,Negative
1930,This item is awesome. Will buy again.,Positive
1931,I think the packaging feels typical. Nothing special.,Neutral
1932,The service looks truly useless. Total waste of money.,Negative
1933,The quality looks very awesome. Best purchase ever.,Positive
1934,I think the service proved to be great. Highly recommended!,Positive
1935,"Delivery was extremely fine. Not bad, not great.",Neutral
1936,The design proved to be disappointing. Total waste of money.,Negative
1937,I think the packaging looks fair. Serves its purpose.,Neutral
1938,The design feels perfect. Very satisfied.,Positive
1939,"The design is truly acceptable. Not bad, not great.",Positive
1940,I think customer support seems useless. Save your money.,Negative
1941,I think my experience proved to be terrible. Save your money.,Negative
1942,The product looks excellent. Will buy again.,Positive
