ID,comment,sentiment
2764,The packaging was normal. Might buy again.,Neutral
2765,Delivery seems very awesome. Highly recommended!,Negative
2766,The packaging seems dreadful. Save your money.,Negative
2767,The service seems absolutely fair. Might buy again.,Neutral
2768,I think the packaging seems perfect. I love it.,Positive
2769,The quality was somewhat perfect. Exceeded expectations.,Positive
2770,The price seems great. Best purchase ever.,Positive
2771,This item seems completely perfect. Will buy again.,Positive
2772,The quality was really perfect. Highly recommended!,Positive
2773,The quality is extremely subpar. Very frustrated.,Negative
2774,This item feels somewhat perfect. Exceeded expectations.,Positive
2775,The design was absolutely subpar. Save your money.,Negative
2776,I think the quality was mediocre. Might buy again.,Neutral
2777,Delivery looks worst. Will return it.,Negative
2778,I think the service proved to be wonderful. Will buy again.,Positive
2779,The price looks totally fantastic. Highly recommended!,Positive
2780,I think delivery feels regular. It does the job.,Neutral
2781,This item proved to be awful. Will return it.,Negative
2782,"I think customer support looks regular. Not bad, not great.",Neutral
2783,The service proved to be fairly disappointing. Total waste of money.,Neutral
2784,Customer support looks horrible. Do not buy.,Negative
2785,Customer support seems quite subpar. Save your money.,Negative
2786,I think delivery proved to be okay. Serves its purpose.,Neutral
2787,Customer support looks fairly brilliant. Will buy again.,Positive
2788,I think the product proved to be subpar. Very frustrated.,Negative
2789,The price seems really poor. Total waste of money.,Negative
2790,I think my experience looks worst. Do not buy.,Negative
2791,The price feels standard. Serves its purpose.,Neutral
2792,The service seems fairly horrible. I hate it.,Negative
2793,The packaging is average. Nothing special.,Neutral
2794,The service looks extremely dreadful. Do not buy.,Negative
2795,The design seems regular. Nothing special.,Neutral
2796,The product feels totally worst. Will return it.,Negative
2797,Delivery seems really great. Will buy again.,Positive
2798,I think delivery seems disappointing. Do not buy.,Negative
2799,I think customer support is stellar. I love it.,Positive
2800,Customer support proved to be terrible. Very frustrated.,Negative
2801,I think the design is worst. Total waste of money.,Negative
2802,I think the product was great. Exceeded expectations.,Positive
2803,The quality seems totally regular. Nothing special.,Neutral
2804,The quality is quite subpar. I hate it.,Negative
2805,The design looks absolutely perfect. Exceeded expectations.,Positive
2806,The packaging feels completely typical. Might buy again.,Positive
2807,The product feels excellent. Best purchase ever.,Positive
2808,Delivery was fairly superb. Highly recommended!,Positive
2809,I think the packaging was terrible. I hate it.,Negative
2810,This item looks awesome. Exceeded expectations.,Positive
2811,"I think this item proved to be fair. Not bad, not great.",Neutral
2812,I think the design was subpar. Very frustrated.,Negative
2813,The quality looks regular. As expected.,Neutral
2814,The price is truly amazing. Highly recommended!,Positive
2815,I think the quality is excellent. Highly recommended!,Positive
2816,Delivery proved to be somewhat worst. Do not buy.,Negative
2817,"I think delivery seems average. Not bad, not great.",Neutral
2818,The service looks poor. Total waste of money.,Negative
2819,Delivery seems truly superb. Highly recommended!,Positive
2820,The service was fantastic. I love it.,Positive
2821,The price feels amazing. Exceeded expectations.,Positive
2822,I think this item proved to be fair. Might buy again.,Neutral
2823,Delivery looks absolutely fantastic. Best purchase ever.,Positive
2824,The product is quite bad. Save your money.,Positive
2825,This item looks normal. It does the job.,Neutral
2826,The quality feels truly excellent. Exceeded expectations.,Positive
2827,The quality is completely fair. Nothing special.,Neutral
2828,I think the design is acceptable. Serves its purpose.,Neutral
2829,Delivery seems truly amazing. Highly recommended!,Positive
2830,The design seems fairly standard. Might buy again.,Neutral
2831,I think this item was terrible. Save your money.,Negative
2832,I think the product is fantastic. Will buy again.,Positive
2833,I think the design is perfect. Best purchase ever.,Positive
2834,Customer support looks wonderful. Exceeded expectations.,Positive
2835,Delivery seems really superb. Very satisfied.,Positive
2836,Delivery seems somewhat stellar. Highly recommended!,Positive
2837,"I think the product is normal. Not bad, not great.",Neutral
2838,I think the service seems terrible. Very frustrated.,Negative
2839,I think the quality looks fine. Nothing special.,Neutral
2840,The service feels absolutely dreadful. Save your money.,Negative
2841,The packaging seems subpar. Do not buy.,Negative
2842,My experience feels worst. Will return it.,Neutral
2843,"Customer support proved to be standard. Not bad, not great.",Neutral
2844,I think the product looks great. Best purchase ever.,Positive
2845,I think delivery seems awesome. Very satisfied.,Positive
2846,I think the packaging proved to be disappointing. Total waste of money.,Negative
2847,Delivery is great. Exceeded expectations.,Positive
2848,This item feels truly superb. Will buy again.,Positive
2849,This item was great. Very satisfied.,Positive
2850,This item proved to be somewhat bad. I hate it.,Negative
2851,I think this item proved to be amazing. Highly recommended!,Positive
2852,The price proved to be fantastic. I love it.,Positive
2853,I think my experience feels poor. Save your money.,Negative
2854,I think the price looks disappointing. Total waste of money.,Negative
2855,The product is totally superb. Highly recommended!,Positive
2856,The quality was horrible. Will return it.,Negative
2857,The design was really superb. I love it.,Positive
2858,The service looks great. Exceeded expectations.,Positive
2859,This item proved to be awesome. Highly recommended!,Neutral
2860,The price proved to be poor. Will return it.,Negative
2861,"The quality proved to be totally regular. Not bad, not great.",Neutral
2862,"The design looks absolutely acceptable. Not bad, not great.",Neutral
2863,The price was disappointing. Save your money.,Negative
2864,The price looks truly fantastic. Exceeded expectations.,Positive
2865,The quality proved to be truly stellar. Best purchase ever.,Positive
2866,Delivery was fantastic. Exceeded expectations.,Positive
2867,This item is useless. Total waste of money.,Negative
2868,The design looks really terrible. I hate it.,Negative
2869,The price proved to be really terrible. Total waste of money.,Negative
2870,I think the service feels mediocre. It does the job.,Neutral
2871,I think the price looks poor. Save your money.,Negative
2872,I think the quality looks dreadful. Very frustrated.,Negative
2873,I think my experience was bad. Do not buy.,Negative
2874,The quality feels excellent. Will buy again.,Positive
2875,The price looks extremely awful. Very frustrated.,Negative
2876,The quality is fantastic. Best purchase ever.,Positive
2877,The design seems wonderful. I love it.,Positive
2878,I think the packaging is horrible. Do not buy.,Negative
2879,I think this item was terrible. Will return it.,Negative
2880,My experience is completely subpar. Very frustrated.,Neutral
2881,I think the product was fair. It does the job.,Neutral
2882,The product feels completely amazing. Highly recommended!,Positive
2883,The quality feels standard. Nothing special.,Neutral
2884,The quality is great. I love it.,Positive
2885,The packaging proved to be completely worst. I hate it.,Negative
2886,This item looks wonderful. Exceeded expectations.,Positive
2887,"The quality was normal. Not bad, not great.",Neutral
2888,The product feels perfect. I love it.,Positive
2889,I think the service proved to be superb. Best purchase ever.,Positive
2890,The product was horrible. Total waste of money.,Negative
2891,The quality is absolutely stellar. I love it.,Positive
2892,I think delivery seems disappointing. Very frustrated.,Negative
2893,I think customer support is great. I love it.,Positive
2894,The service was great. Exceeded expectations.,Positive
2895,The price seems subpar. I hate it.,Negative
2896,The design seems dreadful. Very frustrated.,Negative
2897,I think the product is horrible. I hate it.,Negative
2898,I think my experience looks standard. As expected.,Neutral
2899,The design looks completely terrible. Very frustrated.,Negative
2900,The product proved to be fairly subpar. Total waste of money.,Negative
2901,"I think the service seems regular. Not bad, not great.",Neutral
2902,My experience feels really poor. Total waste of money.,Negative
2903,I think the product feels bad. Do not buy.,Negative
2904,The price looks somewhat excellent. Best purchase ever.,Positive
2905,The price was totally superb. Will buy again.,Positive
2906,"I think the price feels okay. Not bad, not great.",Neutral
2907,I think the price seems fantastic. Best purchase ever.,Positive
2908,My experience looks subpar. Very frustrated.,Negative
2909,Delivery feels awful. I hate it.,Negative
2910,The service was brilliant. Highly recommended!,Positive
2911,This item was extremely brilliant. Best purchase ever.,Positive
2912,I think delivery proved to be subpar. Very frustrated.,Negative
2913,The product feels fairly wonderful. Exceeded expectations.,Positive
2914,The quality proved to be completely excellent. Exceeded expectations.,Positive
2915,The design was bad. Do not buy.,Negative
2916,The design was absolutely disappointing. Will return it.,Negative
2917,The design is horrible. Total waste of money.,Negative
2918,This item is awful. I hate it.,Negative
2919,I think the service is typical. Serves its purpose.,Neutral
2920,Delivery looks terrible. Save your money.,Negative
2921,"My experience feels acceptable. Not bad, not great.",Neutral
2922,I think the quality looks wonderful. Very satisfied.,Positive
2923,The packaging is wonderful. Very satisfied.,Positive
2924,I think this item seems normal. Serves its purpose.,Neutral
2925,I think my experience proved to be useless. I hate it.,Negative
2926,The price proved to be completely acceptable. Might buy again.,Neutral
2927,I think the quality was poor. Very frustrated.,Negative
2928,I think the service seems bad. Will return it.,Negative
2929,Customer support seems terrible. Do not buy.,Negative
2930,I think customer support is useless. Will return it.,Negative
2931,The service feels very wonderful. Exceeded expectations.,Positive
2932,The design feels subpar. Very frustrated.,Negative
2933,This item proved to be absolutely regular. It does the job.,Neutral
2934,I think the price seems awful. I hate it.,Negative
2935,The service seems really regular. Serves its purpose.,Neutral
2936,Customer support looks very useless. Do not buy.,Negative
2937,I think the service looks typical. Serves its purpose.,Neutral
2938,My experience is truly excellent. Highly recommended!,Positive
2939,The packaging is useless. Save your money.,Negative
2940,I think the price is bad. I hate it.,Negative
2941,I think the service feels poor. Save your money.,Negative
2942,The design seems fair. Serves its purpose.,Neutral
2943,This item is somewhat brilliant. Highly recommended!,Positive
2944,Customer support proved to be great. I love it.,Positive
2945,The price seems very fantastic. Very satisfied.,Positive
2946,I think the product proved to be amazing. Best purchase ever.,Positive
2947,I think the price is fine. Nothing special.,Neutral
2948,I think the packaging was average. As expected.,Neutral
2949,The service feels perfect. Best purchase ever.,Positive
2950,I think this item looks subpar. Total waste of money.,Negative
2951,The product is wonderful. Highly recommended!,Positive
2952,I think the quality is wonderful. Highly recommended!,Positive
2953,I think this item looks excellent. Exceeded expectations.,Positive
2954,Delivery looks fine. Might buy again.,Neutral
2955,The product looks absolutely average. It does the job.,Neutral
2956,The quality proved to be totally superb. Will buy again.,Positive
2957,I think delivery was worst. Do not buy.,Negative
2958,I think customer support looks awesome. Exceeded expectations.,Positive
2959,Delivery is quite mediocre. It does the job.,Neutral
2960,The price proved to be mediocre. Serves its purpose.,Neutral
2961,The design feels awesome. Highly recommended!,Positive
2962,The packaging looks extremely fantastic. Exceeded expectations.,Positive
2963,I think the price seems stellar. Very satisfied.,Positive
2964,Customer support is quite fine. As expected.,Neutral
2965,I think my experience seems normal. Serves its purpose.,Neutral
2966,Customer support looks standard. Might buy again.,Neutral
2967,Customer support is extremely horrible. Will return it.,Negative
2968,The design looks fantastic. I love it.,Positive
2969,My experience was regular. Might buy again.,Neutral
2970,The service looks wonderful. Will buy again.,Positive
2971,Delivery proved to be stellar. Very satisfied.,Positive
2972,I think the service seems fine. As expected.,Neutral
2973,Customer support proved to be brilliant. I love it.,Positive
2974,I think the packaging was fantastic. Highly recommended!,Positive
2975,This item looks absolutely bad. Total waste of money.,Negative
2976,I think customer support proved to be subpar. Total waste of money.,Negative
2977,The service proved to be somewhat dreadful. I hate it.,Negative
2978,The design seems very useless. I hate it.,Negative
2979,The service was worst. Save your money.,Negative
2980,I think the product seems superb. Best purchase ever.,Positive
2981,I think delivery feels useless. Total waste of money.,Negative
2982,I think this item looks subpar. Total waste of money.,Negative
2983,Customer support looks worst. Very frustrated.,Negative
2984,I think the price feels brilliant. Best purchase ever.,Positive
2985,The service looks quite excellent. Very satisfied.,Positive
2986,This item seems perfect. Will buy again.,Positive
2987,"This item was absolutely normal. Not bad, not great.",Neutral
2988,I think the product proved to be worst. I hate it.,Negative
2989,The price is fantastic. Best purchase ever.,Positive
2990,"Customer support is okay. Not bad, not great.",Neutral
2991,The product is quite stellar. Highly recommended!,Positive
2992,The design is somewhat stellar. Exceeded expectations.,Positive
2993,The price is truly brilliant. Very satisfied.,Positive
2994,I think the product looks mediocre. It does the job.,Neutral
2995,The product seems useless. Do not buy.,Negative
2996,This item was totally stellar. I love it.,Positive
2997,I think the product is perfect. I love it.,Positive
2998,I think customer support feels amazing. Will buy again.,Positive
2999,"I think the design proved to be typical. Not bad, not great.",Neutral
3000,The price proved to be somewhat standard. As expected.,Neutral
3001,The design looks really perfect. I love it.,Positive
3002,Delivery was fairly subpar. Total waste of money.,Negative
3003,The design is very okay. Nothing special.,Neutral
3004,The packaging feels absolutely amazing. Very satisfied.,Positive
3005,The quality was fairly great. Highly recommended!,Positive
3006,The quality is somewhat okay. It does the job.,Neutral
3007,The quality proved to be absolutely wonderful. Highly recommended!,Positive
3008,This item feels fairly horrible. I hate it.,Negative
3009,I think delivery seems acceptable. As expected.,Neutral
3010,The packaging was really terrible. Will return it.,Negative
3011,I think the product proved to be superb. Very satisfied.,Positive
3012,I think customer support proved to be awesome. Will buy again.,Positive
3013,This item looks amazing. Highly recommended!,Positive
3014,The price feels amazing. Exceeded expectations.,Neutral
3015,I think this item seems stellar. I love it.,Positive
3016,"I think customer support seems regular. Not bad, not great.",Neutral
3017,The product looks very bad. Will return it.,Negative
3018,I think my experience was bad. Very frustrated.,Negative
3019,The design is perfect. Highly recommended!,Positive
3020,The service seems fairly terrible. Do not buy.,Negative
3021,I think my experience seems bad. Very frustrated.,Negative
3022,I think the design feels horrible. Very frustrated.,Negative
3023,The design feels horrible. Very frustrated.,Negative
3024,The product is okay. It does the job.,Neutral
3025,I think the product seems dreadful. Will return it.,Negative
3026,My experience feels really terrible. Very frustrated.,Negative
3027,The design seems somewhat awesome. Will buy again.,Positive
3028,The packaging was quite okay. Nothing special.,Neutral
3029,I think customer support seems regular. As expected.,Neutral
3030,I think the product seems bad. I hate it.,Negative
3031,"Delivery is fair. Not bad, not great.",Neutral
3032,The price was really bad. Save your money.,Positive
3033,I think the price feels bad. Total waste of money.,Negative
3034,The quality is wonderful. Highly recommended!,Positive
3035,This item seems great. Will buy again.,Positive
3036,I think the design looks subpar. Total waste of money.,Positive
3037,I think this item is brilliant. Exceeded expectations.,Positive
3038,The service was completely useless. I hate it.,Negative
3039,The product looks totally poor. Total waste of money.,Negative
3040,I think the price proved to be great. Highly recommended!,Positive
3041,The product proved to be really poor. Save your money.,Negative
3042,I think the price was brilliant. I love it.,Positive
3043,My experience feels stellar. Very satisfied.,Positive
3044,The price feels absolutely awesome. Will buy again.,Positive
3045,The product looks regular. It does the job.,Neutral
3046,The design is absolutely great. Highly recommended!,Positive
3047,The quality proved to be brilliant. Exceeded expectations.,Negative
3048,The design was awful. Very frustrated.,Negative
3049,I think this item looks terrible. I hate it.,Negative
3050,My experience feels average. As expected.,Neutral
3051,The service was stellar. Will buy again.,Positive
3052,The price was fairly standard. Might buy again.,Neutral
3053,The quality feels quite stellar. Very satisfied.,Positive
3054,My experience was superb. Will buy again.,Positive
3055,The packaging was totally awful. Very frustrated.,Negative
3056,I think my experience was superb. Very satisfied.,Positive
3057,I think customer support looks amazing. I love it.,Positive
3058,The design seems disappointing. I hate it.,Negative
3059,The service was great. Very satisfied.,Positive
3060,Customer support was disappointing. Will return it.,Negative
3061,I think delivery proved to be fantastic. Best purchase ever.,Positive
3062,My experience proved to be perfect. I love it.,Positive
3063,Delivery is absolutely poor. I hate it.,Negative
3064,Customer support proved to be very awful. Will return it.,Positive
3065,The packaging seems horrible. Do not buy.,Negative
3066,The design feels absolutely excellent. Exceeded expectations.,Positive
3067,I think this item is great. I love it.,Positive
3068,The design looks subpar. Save your money.,Negative
3069,I think the design is brilliant. Best purchase ever.,Positive
3070,This item seems completely brilliant. Highly recommended!,Positive
3071,I think this item looks terrible. Will return it.,Negative
3072,"My experience looks really average. Not bad, not great.",Neutral
3073,The price feels absolutely subpar. Will return it.,Negative
3074,My experience looks totally mediocre. Nothing special.,Neutral
3075,The product was poor. Very frustrated.,Negative
3076,The design is fair. It does the job.,Neutral
3077,Delivery feels fantastic. Will buy again.,Positive
3078,Delivery seems amazing. Very satisfied.,Positive
3079,I think the design seems horrible. Save your money.,Negative
3080,Delivery was very excellent. Exceeded expectations.,Positive
3081,The quality proved to be truly dreadful. Do not buy.,Negative
3082,The design looks wonderful. Very satisfied.,Positive
3083,The service is okay. Might buy again.,Neutral
3084,The price proved to be fairly great. Will buy again.,Positive
3085,The price looks very wonderful. Very satisfied.,Positive
3086,The quality is terrible. Very frustrated.,Negative
3087,I think my experience seems excellent. Best purchase ever.,Positive
3088,The quality looks dreadful. Will return it.,Negative
3089,I think the design proved to be awesome. Exceeded expectations.,Positive
3090,Customer support seems totally horrible. Very frustrated.,Negative
3091,I think this item seems awesome. Very satisfied.,Positive
3092,The packaging is mediocre. It does the job.,Neutral
3093,The quality feels really awful. Very frustrated.,Negative
3094,The price feels useless. Do not buy.,Negative
3095,This item feels quite terrible. I hate it.,Negative
3096,I think the quality looks fair. Serves its purpose.,Neutral
3097,I think the price feels fantastic. I love it.,Positive
3098,Customer support is subpar. Very frustrated.,Negative
3099,I think the design is fair. Might buy again.,Neutral
3100,Delivery seems okay. It does the job.,Neutral
3101,The price proved to be truly useless. Do not buy.,Negative
3102,This item seems quite excellent. Very satisfied.,Positive
3103,The product is terrible. Total waste of money.,Negative
3104,This item proved to be fairly fair. As expected.,Neutral
3105,I think the packaging is awesome. Exceeded expectations.,Positive
3106,The design was acceptable. Nothing special.,Neutral
3107,This item proved to be fairly awesome. Best purchase ever.,Positive
3108,This item was fairly awesome. Best purchase ever.,Positive
3109,This item proved to be extremely awful. Do not buy.,Negative
3110,The price seems really average. Serves its purpose.,Positive
3111,I think delivery is mediocre. It does the job.,Neutral
3112,This item is somewhat fair. Might buy again.,Neutral
3113,The product proved to be normal. As expected.,Neutral
3114,Delivery feels totally excellent. Very satisfied.,Positive
3115,Delivery feels absolutely poor. I hate it.,Negative
3116,The price is wonderful. Very satisfied.,Positive
3117,I think the packaging is okay. As expected.,Neutral
3118,The packaging is totally okay. As expected.,Neutral
3119,I think the product feels superb. Very satisfied.,Positive
3120,The quality is somewhat regular. It does the job.,Neutral
3121,I think my experience seems disappointing. Will return it.,Negative
3122,This item looks quite great. Will buy again.,Positive
3123,The packaging looks totally average. It does the job.,Neutral
3124,The quality looks truly subpar. Do not buy.,Negative
3125,I think the service looks useless. I hate it.,Negative
3126,I think the price proved to be brilliant. Very satisfied.,Positive
3127,The design seems really great. Exceeded expectations.,Positive
3128,The price looks useless. Save your money.,Negative
3129,Delivery seems very worst. I hate it.,Negative
3130,This item is bad. Will return it.,Negative
3131,I think this item is excellent. I love it.,Positive
3132,Customer support was extremely dreadful. I hate it.,Negative
3133,My experience seems totally awesome. Highly recommended!,Positive
3134,I think the packaging feels perfect. Will buy again.,Positive
3135,I think the service proved to be regular. Might buy again.,Neutral
3136,The packaging feels absolutely perfect. Highly recommended!,Positive
3137,Delivery is extremely amazing. Exceeded expectations.,Positive
3138,The service feels wonderful. Best purchase ever.,Positive
3139,My experience seems absolutely excellent. Exceeded expectations.,Negative
3140,The price proved to be totally awful. Total waste of money.,Negative
3141,The price feels very amazing. Exceeded expectations.,Positive
3142,Delivery seems fair. Nothing special.,Neutral
3143,I think my experience feels brilliant. Will buy again.,Positive
3144,Customer support proved to be superb. Very satisfied.,Positive
3145,"The design proved to be completely normal. Not bad, not great.",Neutral
3146,"The product looks really standard. Not bad, not great.",Neutral
3147,This item feels extremely awful. I hate it.,Negative
3148,Customer support was really dreadful. Total waste of money.,Negative
3149,I think this item seems bad. Total waste of money.,Negative
3150,This item was completely terrible. I hate it.,Negative
3151,The product was absolutely awesome. Best purchase ever.,Positive
3152,Customer support feels very disappointing. Very frustrated.,Negative
3153,I think my experience seems useless. Very frustrated.,Neutral
3154,Delivery seems really normal. It does the job.,Neutral
3155,The service seems totally brilliant. I love it.,Positive
3156,Customer support feels excellent. Exceeded expectations.,Positive
3157,The price proved to be very awesome. Highly recommended!,Positive
3158,I think customer support was useless. Total waste of money.,Negative
3159,The design feels very brilliant. Highly recommended!,Positive
3160,The price proved to be useless. Save your money.,Negative
3161,I think my experience seems bad. Save your money.,Negative
3162,The service proved to be quite amazing. Best purchase ever.,Positive
3163,My experience looks somewhat superb. Best purchase ever.,Positive
3164,I think this item feels horrible. Will return it.,Negative
3165,My experience is great. Exceeded expectations.,Positive
3166,The design feels very acceptable. It does the job.,Neutral
3167,The design feels dreadful. Very frustrated.,Negative
3168,I think the service is great. Will buy again.,Positive
3169,The product was useless. Total waste of money.,Negative
3170,I think the price is subpar. Do not buy.,Negative
3171,Customer support seems stellar. Very satisfied.,Positive
3172,The packaging is subpar. Do not buy.,Negative
3173,My experience was dreadful. Will return it.,Negative
3174,The quality looks worst. Save your money.,Negative
3175,The packaging looks wonderful. Exceeded expectations.,Positive
3176,I think customer support was standard. Serves its purpose.,Neutral
3177,This item was somewhat amazing. Best purchase ever.,Positive
3178,I think the design seems awesome. Best purchase ever.,Positive
3179,I think this item proved to be brilliant. Will buy again.,Positive
3180,The price feels awesome. I love it.,Positive
3181,The price was fairly brilliant. Exceeded expectations.,Positive
3182,The price proved to be great. I love it.,Positive
3183,The product feels very horrible. Very frustrated.,Negative
3184,The design seems truly dreadful. Total waste of money.,Negative
3185,My experience proved to be really wonderful. Will buy again.,Positive
3186,The packaging is extremely average. Nothing special.,Neutral
3187,The price proved to be useless. Do not buy.,Negative
3188,This item was brilliant. Best purchase ever.,Positive
3189,The design feels stellar. Best purchase ever.,Positive
3190,I think delivery seems amazing. I love it.,Positive
3191,This item is typical. Serves its purpose.,Neutral
3192,This item proved to be truly acceptable. Might buy again.,Neutral
3193,I think the design was fair. Nothing special.,Neutral
3194,Customer support was absolutely brilliant. Will buy again.,Positive
3195,I think the product feels awesome. Very satisfied.,Positive
3196,The packaging looks very fine. As expected.,Neutral
3197,I think the price feels terrible. Save your money.,Negative
3198,The service seems fairly horrible. Will return it.,Negative
3199,My experience seems superb. Very satisfied.,Positive
3200,The packaging is brilliant. Very satisfied.,Negative
3201,I think the design seems excellent. Exceeded expectations.,Positive
3202,I think the product proved to be perfect. Very satisfied.,Positive
3203,The design looks fairly disappointing. Very frustrated.,Negative
3204,The design looks wonderful. Very satisfied.,Neutral
3205,"Delivery looks standard. Not bad, not great.",Neutral
3206,Customer support feels totally awful. Total waste of money.,Negative
3207,This item looks wonderful. Very satisfied.,Positive
3208,My experience was completely terrible. Very frustrated.,Negative
3209,The price feels truly bad. Do not buy.,Negative
3210,The packaging was totally amazing. Will buy again.,Negative
3211,Delivery seems truly great. Very satisfied.,Positive
3212,I think the packaging proved to be worst. Total waste of money.,Negative
3213,Customer support is acceptable. Serves its purpose.,Neutral
3214,I think customer support feels wonderful. Very satisfied.,Positive
3215,I think the product looks normal. It does the job.,Neutral
3216,The design is somewhat dreadful. Save your money.,Negative
3217,I think the price is worst. Very frustrated.,Negative
3218,I think delivery proved to be brilliant. I love it.,Positive
3219,I think the price is great. Exceeded expectations.,Positive
3220,The packaging feels okay. As expected.,Neutral
3221,The packaging feels extremely bad. Very frustrated.,Negative
3222,I think the product was awful. Will return it.,Negative
3223,Delivery is fine. Serves its purpose.,Neutral
3224,This item looks somewhat excellent. Highly recommended!,Positive
3225,The service is standard. Might buy again.,Neutral
3226,The design proved to be truly acceptable. Might buy again.,Neutral
3227,The service seems awful. Will return it.,Negative
3228,This item was very stellar. Highly recommended!,Positive
3229,The product proved to be extremely wonderful. Best purchase ever.,Positive
3230,Customer support proved to be poor. Very frustrated.,Negative
3231,The service is truly useless. Do not buy.,Negative
3232,The packaging seems completely superb. Best purchase ever.,Positive
3233,My experience proved to be fairly dreadful. Save your money.,Negative
3234,Customer support was okay. Might buy again.,Neutral
3235,The price was subpar. Save your money.,Negative
3236,"I think the product was mediocre. Not bad, not great.",Neutral
3237,I think the service was mediocre. Serves its purpose.,Neutral
3238,"I think the service is fair. Not bad, not great.",Neutral
3239,The design is totally brilliant. Exceeded expectations.,Positive
3240,The service proved to be totally normal. As expected.,Negative
3241,I think customer support is bad. Save your money.,Negative
3242,I think this item seems horrible. Save your money.,Negative
3243,The design is very dreadful. Do not buy.,Negative
3244,I think this item feels perfect. Best purchase ever.,Positive
3245,The price feels totally average. Serves its purpose.,Neutral
3246,Delivery seems subpar. Very frustrated.,Negative
3247,Delivery is worst. Do not buy.,Negative
3248,Customer support is absolutely poor. Do not buy.,Negative
3249,Customer support seems dreadful. Save your money.,Negative
3250,I think the packaging feels normal. Might buy again.,Neutral
3251,The service was disappointing. Save your money.,Negative
3252,Delivery is fantastic. Highly recommended!,Positive
3253,I think the service seems amazing. I love it.,Positive
3254,I think the service feels wonderful. Will buy again.,Positive
3255,The design feels amazing. Highly recommended!,Negative
3256,The quality proved to be totally excellent. Will buy again.,Positive
3257,My experience feels quite poor. Save your money.,Negative
3258,The design feels extremely awful. Will return it.,Negative
3259,Customer support proved to be totally wonderful. Highly recommended!,Positive
3260,I think this item looks brilliant. Will buy again.,Positive
3261,The quality is poor. Save your money.,Negative
3262,The price seems disappointing. I hate it.,Negative
3263,The service proved to be completely poor. Very frustrated.,Negative
3264,I think the product was stellar. Best purchase ever.,Positive
3265,The service proved to be very stellar. Best purchase ever.,Positive
3266,I think the packaging looks stellar. Will buy again.,Positive
3267,I think the product looks amazing. Best purchase ever.,Positive
3268,This item feels dreadful. Very frustrated.,Negative
3269,I think the quality is amazing. Exceeded expectations.,Positive
3270,I think the packaging seems stellar. Best purchase ever.,Positive
3271,I think my experience looks terrible. Do not buy.,Negative
3272,I think my experience was superb. Will buy again.,Positive
3273,I think the design seems perfect. Very satisfied.,Positive
3274,Customer support was amazing. Highly recommended!,Positive
3275,I think the product is acceptable. As expected.,Neutral
3276,The product looks really standard. Nothing special.,Neutral
3277,My experience feels fine. Might buy again.,Neutral
3278,I think the service proved to be dreadful. Will return it.,Negative
3279,I think customer support proved to be useless. Will return it.,Negative
3280,The service proved to be completely horrible. Save your money.,Negative
3281,I think the design seems poor. I hate it.,Negative
3282,"The packaging feels somewhat regular. Not bad, not great.",Neutral
3283,My experience seems fairly mediocre. Nothing special.,Negative
3284,I think the design is bad. Do not buy.,Negative
3285,I think the quality feels fine. Nothing special.,Neutral
3286,The packaging seems brilliant. Exceeded expectations.,Positive
3287,Customer support feels fantastic. Will buy again.,Positive
3288,Customer support seems very worst. Do not buy.,Negative
3289,"The service was mediocre. Not bad, not great.",Neutral
3290,The service is horrible. Do not buy.,Negative
3291,I think the price was brilliant. Will buy again.,Positive
3292,The design looks poor. I hate it.,Negative
3293,The product seems dreadful. Very frustrated.,Negative
3294,The quality was somewhat awful. I hate it.,Negative
3295,I think this item proved to be superb. Best purchase ever.,Positive
3296,I think customer support was worst. Total waste of money.,Negative
3297,I think my experience looks stellar. Best purchase ever.,Positive
3298,My experience feels really acceptable. It does the job.,Neutral
3299,I think the design seems excellent. Very satisfied.,Positive
3300,The service is absolutely superb. Exceeded expectations.,Positive
3301,I think the design proved to be wonderful. Highly recommended!,Positive
3302,Customer support was fairly okay. Might buy again.,Negative
3303,My experience looks somewhat superb. Very satisfied.,Positive
3304,I think my experience is horrible. Total waste of money.,Negative
3305,The service is stellar. Will buy again.,Positive
3306,This item looks completely horrible. Save your money.,Negative
3307,Customer support seems quite dreadful. Total waste of money.,Negative
3308,"I think the packaging seems fine. Not bad, not great.",Neutral
3309,My experience is standard. Might buy again.,Neutral
3310,Delivery feels extremely subpar. Do not buy.,Negative
3311,I think delivery feels dreadful. Total waste of money.,Negative
3312,I think the price looks horrible. Will return it.,Negative
3313,The price proved to be fairly perfect. Highly recommended!,Negative
3314,The packaging feels awful. Very frustrated.,Negative
3315,I think the packaging is regular. Nothing special.,Neutral
3316,I think the packaging seems typical. Might buy again.,Neutral
3317,The quality proved to be extremely awesome. Will buy again.,Positive
3318,I think this item feels perfect. Will buy again.,Neutral
3319,I think the product proved to be terrible. Do not buy.,Negative
3320,The price was fair. Nothing special.,Neutral
3321,Delivery looks fair. Nothing special.,Neutral
3322,I think customer support feels great. I love it.,Positive
3323,Delivery was somewhat regular. It does the job.,Neutral
3324,I think the quality was worst. Save your money.,Negative
3325,My experience is truly worst. Save your money.,Negative
3326,I think delivery seems typical. As expected.,Neutral
3327,I think customer support is brilliant. Exceeded expectations.,Positive
3328,I think customer support was okay. Nothing special.,Neutral
3329,The price seems totally useless. Will return it.,Negative
3330,The service proved to be totally dreadful. Total waste of money.,Negative
3331,"Delivery looks quite regular. Not bad, not great.",Neutral
